transaction_id,customer_id,age,gender,city,category,payment_method,transaction_date,amount,is_returning_customer
2700,1403,56,Male,Bangalore,Electronics,UPI,2025-04-24,10805.76,1
3433,1762,59,Male,Bangalore,Electronics,Debit Card,2025-04-24,10742.16,0
1016,1113,33,Male,Delhi,Fashion,Credit Card,2025-04-24,2309.29,0
1977,1832,47,Female,Delhi,Electronics,UPI,2025-04-24,11440.25,0
239,1800,25,Male,Bangalore,Electronics,UPI,2025-04-24,6896.17,1
293,1569,63,Female,Delhi,Fashion,Net Banking,2025-04-25,2514.02,1
246,1687,47,Male,Mumbai,Grocery,Credit Card,2025-04-25,2076.68,1
2405,1528,45,Male,Mumbai,Electronics,Credit Card,2025-04-25,12955.47,0
2798,1439,34,Female,Bangalore,Home & Furniture,COD,2025-04-25,6754.96,0
3487,1450,35,Female,Bangalore,Grocery,Net Banking,2025-04-25,951.08,0
3009,2033,57,Female,Bangalore,Home & Furniture,Net Banking,2025-04-25,5243.42,0
3247,1869,63,Female,Hyderabad,Electronics,Debit Card,2025-04-25,5655.2,1
3700,1068,62,Male,Kolkata,Home & Furniture,UPI,2025-04-26,7260.92,0
57,2021,50,Male,Bangalore,Sports,UPI,2025-04-26,3971.51,1
1171,1011,29,Female,Chennai,Fashion,Credit Card,2025-04-26,1632.74,1
1649,1155,64,Female,Mumbai,Fashion,Net Banking,2025-04-26,4043.09,1
2978,1082,23,Male,Bangalore,Fashion,Credit Card,2025-04-27,2259.21,0
3299,1628,32,Female,Delhi,Books,Net Banking,2025-04-27,440.51,1
323,1833,32,Male,Hyderabad,Fashion,COD,2025-04-27,2750.74,1
3977,2011,31,Male,Bangalore,Home & Furniture,Credit Card,2025-04-27,5796.36,0
3773,1136,22,Male,Mumbai,Home & Furniture,UPI,2025-04-27,9054.72,0
3370,1180,43,Female,Delhi,Books,Credit Card,2025-04-27,406.68,1
1540,1409,44,Male,Hyderabad,Electronics,Net Banking,2025-04-28,5786.51,1
1987,2140,20,Female,Mumbai,Electronics,UPI,2025-04-28,6853.89,1
3139,1103,55,Male,Hyderabad,Beauty,Net Banking,2025-04-28,1216.44,1
2505,1574,30,Female,Delhi,Beauty,UPI,2025-04-28,734.19,1
2686,1361,36,Female,Mumbai,Beauty,UPI,2025-04-28,1419.87,1
3292,1545,41,Male,Bangalore,Home & Furniture,COD,2025-04-28,10087.68,0
2947,1056,34,Female,Chennai,Home & Furniture,Credit Card,2025-04-28,6993.39,0
2628,1221,39,Male,Chennai,Fashion,Credit Card,2025-04-28,941.56,1
2633,2150,40,Male,Delhi,Grocery,UPI,2025-04-28,2390.05,0
3834,1383,40,Male,Mumbai,Electronics,UPI,2025-04-28,12156.69,1
693,1280,39,Male,Delhi,Fashion,UPI,2025-04-28,2704.97,1
1463,1898,35,Male,Mumbai,Sports,Debit Card,2025-04-28,2953.58,0
857,2065,61,Male,Hyderabad,Grocery,COD,2025-04-28,1290.04,0
2437,1375,63,Male,Delhi,Electronics,UPI,2025-04-28,16779.2,1
2664,1231,61,Female,Hyderabad,Sports,Credit Card,2025-04-28,2184.45,1
3106,1487,36,Male,Delhi,Fashion,UPI,2025-04-28,1707.52,1
3440,1244,55,Male,Mumbai,Books,UPI,2025-04-28,513.39,0
1486,1165,60,Female,Pune,Electronics,Credit Card,2025-04-28,3642.14,1
3077,1870,45,Male,Mumbai,Beauty,COD,2025-04-29,1457.31,1
525,1172,64,Male,Mumbai,Beauty,UPI,2025-04-29,2259.83,1
2611,1942,22,Female,Mumbai,Books,Credit Card,2025-04-29,542.11,0
1401,2143,24,Female,Kolkata,Beauty,COD,2025-04-29,1116.3,1
1942,1769,21,Female,Ahmedabad,Home & Furniture,COD,2025-04-29,5269.69,1
287,1980,34,Female,Mumbai,Grocery,UPI,2025-04-29,969.65,0
773,1612,64,Female,Mumbai,Fashion,UPI,2025-04-29,2648.11,1
1603,1751,33,Male,Pune,Beauty,UPI,2025-04-29,2805.92,1
684,1125,34,Male,Kolkata,Home & Furniture,Debit Card,2025-04-29,5862.59,1
1741,1866,27,Male,Hyderabad,Fashion,UPI,2025-04-29,4695.85,0
1567,1923,58,Female,Pune,Home & Furniture,UPI,2025-04-29,4928.79,0
3320,1708,24,Male,Mumbai,Beauty,Credit Card,2025-04-29,1304.17,1
2869,2134,26,Female,Delhi,Grocery,UPI,2025-04-29,687.57,1
3583,1024,56,Female,Bangalore,Books,COD,2025-04-29,845.06,1
2130,1562,58,Female,Delhi,Home & Furniture,UPI,2025-04-29,3713.27,0
2976,1187,30,Male,Chennai,Books,UPI,2025-04-30,705.71,1
2994,1631,20,Female,Pune,Electronics,UPI,2025-04-30,11724.68,0
2386,1383,55,Male,Ahmedabad,Sports,UPI,2025-04-30,3407.42,1
424,1396,41,Female,Bangalore,Books,UPI,2025-04-30,445.3,1
748,1805,59,Female,Bangalore,Fashion,Credit Card,2025-04-30,2951.82,1
2444,2000,28,Male,Hyderabad,Fashion,COD,2025-04-30,1801.81,1
1086,1520,46,Female,Hyderabad,Home & Furniture,Debit Card,2025-04-30,4052.68,1
2680,1213,62,Female,Delhi,Sports,UPI,2025-04-30,2453.4,1
581,1731,23,Female,Bangalore,Beauty,Credit Card,2025-04-30,3267.63,1
2796,2141,35,Female,Bangalore,Fashion,COD,2025-05-01,1376.82,0
2421,1587,40,Female,Chennai,Home & Furniture,Credit Card,2025-05-01,8821.89,0
2739,1989,45,Female,Pune,Sports,Credit Card,2025-05-01,4072.14,0
2062,1671,50,Male,Delhi,Beauty,UPI,2025-05-01,1429.26,0
2498,1965,49,Male,Hyderabad,Home & Furniture,COD,2025-05-01,6370.86,1
388,2008,55,Male,Delhi,Grocery,Credit Card,2025-05-01,699.44,1
31,1957,28,Female,Mumbai,Grocery,COD,2025-05-01,1062.53,0
2160,1891,54,Female,Chennai,Sports,UPI,2025-05-01,1265.45,1
2105,1078,29,Male,Ahmedabad,Books,UPI,2025-05-01,690.31,1
2117,1086,30,Female,Mumbai,Home & Furniture,Debit Card,2025-05-01,6996.78,1
2652,2031,33,Male,Delhi,Fashion,UPI,2025-05-02,1832.15,1
1491,1778,29,Male,Pune,Fashion,UPI,2025-05-02,2491.57,1
3924,1194,25,Male,Bangalore,Fashion,UPI,2025-05-02,3347.96,1
2093,2120,27,Male,Bangalore,Home & Furniture,Debit Card,2025-05-02,3966.31,1
1707,2092,36,Female,Mumbai,Fashion,UPI,2025-05-02,4218.29,0
2375,1895,38,Female,Bangalore,Fashion,UPI,2025-05-02,3002.64,1
2950,1263,22,Female,Chennai,Fashion,Credit Card,2025-05-02,2774.81,0
2380,2105,41,Female,Delhi,Grocery,UPI,2025-05-03,1128.08,1
1243,1244,43,Male,Pune,Electronics,UPI,2025-05-03,8276.2,1
3736,1894,19,Female,Chennai,Electronics,Credit Card,2025-05-03,11765.58,0
2368,2093,53,Male,Hyderabad,Electronics,UPI,2025-05-03,8897.17,1
3193,1460,50,Male,Delhi,Beauty,UPI,2025-05-03,689.12,1
2330,1921,58,Male,Pune,Electronics,Credit Card,2025-05-03,9275.92,0
3020,1702,51,Male,Delhi,Fashion,COD,2025-05-03,1691.31,1
3041,2180,28,Male,Kolkata,Grocery,Net Banking,2025-05-04,826.28,1
2941,1905,30,Male,Ahmedabad,Electronics,UPI,2025-05-04,21030.66,0
1737,1304,62,Male,Ahmedabad,Electronics,COD,2025-05-04,5580.04,0
1484,1337,58,Female,Bangalore,Beauty,UPI,2025-05-04,1686.48,1
1366,1355,46,Male,Delhi,Electronics,Debit Card,2025-05-04,4685.03,1
589,1449,61,Male,Mumbai,Beauty,Debit Card,2025-05-04,1012.61,0
797,1645,27,Male,Delhi,Electronics,UPI,2025-05-04,5003.94,1
3155,1622,38,Female,Kolkata,Electronics,Credit Card,2025-05-04,16010.94,0
1724,1396,47,Male,Delhi,Grocery,UPI,2025-05-04,628.55,1
2777,1920,26,Male,Hyderabad,Beauty,UPI,2025-05-05,1299.67,0
575,1739,43,Female,Pune,Sports,Debit Card,2025-05-05,3387.83,0
2886,1163,60,Female,Hyderabad,Grocery,Credit Card,2025-05-05,1236.6,1
422,2066,29,Male,Delhi,Beauty,Credit Card,2025-05-05,1061.28,1
802,1573,20,Male,Hyderabad,Fashion,COD,2025-05-05,1725.24,1
1441,1083,26,Female,Hyderabad,Grocery,UPI,2025-05-05,980.26,0
1597,1529,51,Female,Delhi,Sports,Credit Card,2025-05-05,2770.03,1
2234,1499,43,Female,Bangalore,Electronics,UPI,2025-05-05,5003.36,1
3253,1124,40,Male,Mumbai,Electronics,UPI,2025-05-05,8869.56,1
2962,1187,52,Male,Pune,Sports,UPI,2025-05-05,1986.51,1
3028,1872,19,Female,Mumbai,Fashion,UPI,2025-05-06,3349.8,0
218,1207,24,Male,Pune,Sports,UPI,2025-05-06,1823.94,1
83,1014,37,Female,Mumbai,Sports,COD,2025-05-06,2833.82,1
2183,2021,43,Female,Kolkata,Home & Furniture,Net Banking,2025-05-06,6739.22,0
3539,1777,40,Female,Kolkata,Grocery,UPI,2025-05-06,1368.68,0
1131,1675,25,Female,Delhi,Fashion,UPI,2025-05-06,3780.96,1
2106,1955,33,Female,Hyderabad,Fashion,Credit Card,2025-05-06,3121.72,0
2953,1541,26,Male,Hyderabad,Beauty,Debit Card,2025-05-06,1547.67,0
2455,1773,36,Female,Chennai,Electronics,UPI,2025-05-06,7586.55,1
1674,1216,26,Female,Delhi,Grocery,Credit Card,2025-05-07,1105.01,1
3196,2006,38,Male,Hyderabad,Electronics,UPI,2025-05-07,10386.93,1
3790,1244,64,Female,Mumbai,Electronics,UPI,2025-05-07,11213.12,1
664,1446,61,Male,Hyderabad,Home & Furniture,Debit Card,2025-05-07,6796.39,1
3334,1551,37,Female,Bangalore,Beauty,Net Banking,2025-05-07,628.35,1
884,1549,33,Male,Bangalore,Grocery,UPI,2025-05-07,997.48,0
1277,1563,28,Female,Bangalore,Electronics,UPI,2025-05-07,7049.05,1
2083,1104,48,Female,Chennai,Fashion,UPI,2025-05-07,1728.55,1
1655,2043,62,Female,Kolkata,Sports,Net Banking,2025-05-07,2815.69,1
1647,1164,32,Male,Pune,Home & Furniture,Debit Card,2025-05-07,7683.89,1
2606,2086,32,Female,Mumbai,Books,COD,2025-05-08,919.95,0
3985,1597,32,Male,Hyderabad,Fashion,Credit Card,2025-05-08,2408.19,1
2640,1267,64,Female,Hyderabad,Electronics,UPI,2025-05-08,6320.44,1
43,1315,24,Female,Kolkata,Books,Credit Card,2025-05-08,873.0,0
593,1876,64,Female,Ahmedabad,Home & Furniture,Debit Card,2025-05-08,5175.31,1
1703,1800,35,Female,Delhi,Sports,Credit Card,2025-05-08,2973.19,1
754,2062,43,Male,Chennai,Grocery,Credit Card,2025-05-08,1080.45,0
395,1473,30,Male,Ahmedabad,Home & Furniture,Debit Card,2025-05-08,8934.44,1
1553,1121,26,Male,Pune,Home & Furniture,Debit Card,2025-05-08,9710.65,1
1326,1972,61,Male,Hyderabad,Home & Furniture,Credit Card,2025-05-09,10838.72,1
2767,1257,62,Male,Mumbai,Fashion,Net Banking,2025-05-09,1221.73,1
452,2008,40,Male,Delhi,Fashion,UPI,2025-05-09,1505.72,1
1535,1458,32,Female,Bangalore,Books,Debit Card,2025-05-09,704.07,1
1622,2168,60,Male,Delhi,Sports,Debit Card,2025-05-09,4580.25,0
1214,1935,62,Female,Delhi,Sports,Net Banking,2025-05-09,3143.98,1
115,1502,56,Male,Chennai,Electronics,UPI,2025-05-09,9344.01,1
874,2062,48,Male,Mumbai,Home & Furniture,COD,2025-05-10,2460.9,1
3447,1064,25,Female,Bangalore,Home & Furniture,UPI,2025-05-10,3436.87,1
1571,1092,23,Female,Kolkata,Books,UPI,2025-05-10,610.82,0
1592,1931,62,Male,Bangalore,Home & Furniture,Credit Card,2025-05-11,6223.82,0
1654,1510,59,Female,Bangalore,Home & Furniture,Credit Card,2025-05-11,9656.73,1
992,1560,31,Female,Hyderabad,Home & Furniture,Debit Card,2025-05-11,4527.46,1
1134,1806,43,Male,Hyderabad,Home & Furniture,Credit Card,2025-05-11,9060.47,0
3971,1364,52,Male,Hyderabad,Books,UPI,2025-05-11,1323.12,0
1755,1011,28,Male,Hyderabad,Fashion,UPI,2025-05-11,2082.95,0
1101,1041,25,Male,Kolkata,Beauty,UPI,2025-05-11,895.5,0
2860,1941,35,Male,Kolkata,Home & Furniture,Net Banking,2025-05-11,5545.41,1
2720,1000,55,Male,Pune,Sports,Net Banking,2025-05-12,4229.01,1
651,1918,55,Female,Chennai,Electronics,COD,2025-05-12,12961.44,0
3402,1031,59,Male,Delhi,Sports,UPI,2025-05-12,5783.52,1
1949,1405,26,Male,Pune,Sports,UPI,2025-05-12,1327.37,0
2137,1367,41,Female,Ahmedabad,Sports,Debit Card,2025-05-12,1839.31,1
990,1475,35,Female,Hyderabad,Grocery,UPI,2025-05-12,1216.13,1
1308,1951,47,Female,Delhi,Sports,Net Banking,2025-05-12,5459.54,1
3131,1408,52,Male,Mumbai,Electronics,UPI,2025-05-12,7744.72,1
295,1625,25,Female,Hyderabad,Sports,COD,2025-05-13,2432.02,0
90,1592,37,Female,Hyderabad,Fashion,Credit Card,2025-05-13,1150.85,1
2266,2043,34,Male,Hyderabad,Grocery,UPI,2025-05-13,862.28,0
517,2093,30,Female,Hyderabad,Books,Debit Card,2025-05-13,931.23,1
1260,1431,46,Male,Chennai,Home & Furniture,UPI,2025-05-13,3693.55,1
1109,1341,29,Male,Hyderabad,Electronics,Credit Card,2025-05-13,5151.78,1
436,1417,27,Female,Mumbai,Fashion,UPI,2025-05-13,1665.86,1
3821,1629,38,Male,Chennai,Electronics,Credit Card,2025-05-13,6088.92,0
3468,1192,19,Female,Bangalore,Grocery,COD,2025-05-14,1019.64,1
3687,2007,35,Female,Hyderabad,Fashion,COD,2025-05-14,2238.26,1
152,1683,53,Female,Delhi,Fashion,Debit Card,2025-05-14,3790.29,1
880,1477,41,Female,Pune,Home & Furniture,COD,2025-05-14,3609.13,0
3290,1739,27,Male,Bangalore,Books,Credit Card,2025-05-14,471.81,1
766,1227,19,Male,Delhi,Sports,UPI,2025-05-14,2653.98,1
463,1396,20,Female,Bangalore,Electronics,Net Banking,2025-05-14,5849.73,1
1318,2147,19,Female,Chennai,Electronics,UPI,2025-05-15,7561.57,0
2001,1446,33,Female,Mumbai,Beauty,UPI,2025-05-15,1328.84,1
3250,1619,26,Male,Chennai,Books,UPI,2025-05-15,615.76,0
1675,2062,24,Male,Delhi,Home & Furniture,Debit Card,2025-05-15,5581.36,0
3026,1353,24,Male,Pune,Fashion,Credit Card,2025-05-15,1657.33,1
3380,1341,63,Male,Ahmedabad,Electronics,Credit Card,2025-05-15,5881.27,1
3177,2127,64,Male,Pune,Grocery,COD,2025-05-15,2013.91,0
2724,1455,50,Male,Delhi,Sports,UPI,2025-05-15,1883.38,1
347,1991,25,Female,Mumbai,Sports,Credit Card,2025-05-16,3146.35,0
2114,1100,19,Male,Chennai,Home & Furniture,Credit Card,2025-05-16,7355.48,1
2349,1547,36,Male,Hyderabad,Grocery,UPI,2025-05-16,2862.15,0
2284,1210,53,Female,Delhi,Home & Furniture,UPI,2025-05-16,6282.97,1
2813,1929,21,Female,Hyderabad,Electronics,UPI,2025-05-16,9990.23,0
3338,1790,30,Male,Chennai,Grocery,Credit Card,2025-05-17,1631.64,1
2327,1562,61,Male,Kolkata,Books,Debit Card,2025-05-17,353.19,1
3274,1420,18,Female,Mumbai,Beauty,Credit Card,2025-05-17,2222.68,0
2014,1641,61,Male,Bangalore,Electronics,Credit Card,2025-05-17,8275.7,0
672,1080,32,Female,Hyderabad,Sports,UPI,2025-05-17,2785.5,1
2321,1499,52,Female,Bangalore,Electronics,Net Banking,2025-05-17,6793.87,0
3942,1391,48,Male,Mumbai,Electronics,Debit Card,2025-05-17,10627.13,1
141,2012,61,Female,Bangalore,Sports,Debit Card,2025-05-17,2518.7,1
870,2006,52,Male,Bangalore,Electronics,UPI,2025-05-17,4877.44,0
3229,1619,44,Female,Pune,Grocery,Debit Card,2025-05-17,1754.1,1
2403,1422,50,Male,Bangalore,Beauty,UPI,2025-05-17,1087.12,0
1545,1873,64,Male,Bangalore,Beauty,Credit Card,2025-05-17,1136.86,1
1331,2063,48,Female,Delhi,Grocery,Credit Card,2025-05-18,1676.96,0
226,1103,57,Male,Ahmedabad,Beauty,UPI,2025-05-18,2532.84,0
1290,1726,62,Female,Delhi,Fashion,Net Banking,2025-05-18,2132.04,1
2885,1612,19,Female,Mumbai,Grocery,Debit Card,2025-05-18,1189.57,1
2223,2127,37,Female,Ahmedabad,Electronics,Debit Card,2025-05-19,10567.08,1
473,1734,32,Male,Delhi,Electronics,UPI,2025-05-19,5495.18,0
1235,1758,50,Male,Pune,Beauty,UPI,2025-05-19,1687.62,1
2539,1942,33,Female,Delhi,Fashion,COD,2025-05-20,2129.91,1
3203,1558,46,Female,Bangalore,Fashion,UPI,2025-05-20,3620.27,0
132,2194,49,Male,Chennai,Electronics,Credit Card,2025-05-20,5945.47,1
957,1116,29,Male,Kolkata,Fashion,Debit Card,2025-05-20,2031.21,1
2710,1816,56,Female,Bangalore,Fashion,UPI,2025-05-20,1763.73,0
2500,1543,54,Female,Hyderabad,Beauty,Credit Card,2025-05-20,1237.17,1
447,1919,58,Female,Pune,Fashion,Credit Card,2025-05-20,4507.69,1
2548,1619,45,Male,Pune,Grocery,UPI,2025-05-20,1065.4,1
2723,1583,53,Male,Bangalore,Beauty,UPI,2025-05-20,954.97,1
3271,1085,18,Male,Pune,Books,COD,2025-05-20,1067.98,0
865,1574,21,Female,Delhi,Home & Furniture,Debit Card,2025-05-21,9447.71,1
2034,1819,39,Female,Hyderabad,Fashion,Credit Card,2025-05-21,1802.98,1
1563,1548,54,Male,Delhi,Electronics,Debit Card,2025-05-21,8778.03,1
359,1119,50,Female,Delhi,Grocery,Net Banking,2025-05-21,1059.6,0
482,1890,64,Male,Delhi,Fashion,Net Banking,2025-05-21,3107.96,0
3503,2092,20,Male,Ahmedabad,Grocery,Debit Card,2025-05-21,1245.08,0
3348,1614,39,Male,Hyderabad,Fashion,UPI,2025-05-21,1372.26,0
3954,1055,21,Female,Delhi,Home & Furniture,Credit Card,2025-05-22,5548.95,1
1303,2143,59,Male,Pune,Grocery,COD,2025-05-22,1505.82,1
2608,1762,59,Male,Hyderabad,Electronics,Credit Card,2025-05-22,9601.9,1
2509,1268,59,Female,Hyderabad,Books,UPI,2025-05-22,889.28,0
3397,1309,31,Female,Pune,Electronics,UPI,2025-05-22,6669.33,1
2863,1299,48,Male,Mumbai,Beauty,Debit Card,2025-05-23,1066.59,0
1595,1185,42,Female,Kolkata,Home & Furniture,UPI,2025-05-23,9050.75,0
292,1565,40,Female,Delhi,Books,Debit Card,2025-05-23,387.02,1
75,1791,53,Female,Mumbai,Sports,Debit Card,2025-05-23,3691.44,1
1562,1661,37,Female,Hyderabad,Fashion,Debit Card,2025-05-23,3716.81,1
3655,1294,33,Male,Ahmedabad,Grocery,Debit Card,2025-05-24,1153.78,0
1956,1560,44,Male,Mumbai,Fashion,Net Banking,2025-05-24,1501.56,1
2345,1808,39,Female,Mumbai,Grocery,UPI,2025-05-24,785.04,0
947,1824,37,Female,Hyderabad,Sports,UPI,2025-05-25,2113.21,0
557,1970,62,Female,Kolkata,Fashion,Net Banking,2025-05-25,3680.91,1
2804,2171,55,Female,Kolkata,Electronics,UPI,2025-05-25,4771.29,1
3803,1192,27,Female,Kolkata,Electronics,Debit Card,2025-05-25,7248.67,1
1515,1089,39,Female,Chennai,Electronics,Debit Card,2025-05-25,8524.59,1
3769,1146,64,Female,Bangalore,Beauty,UPI,2025-05-26,2075.15,1
3801,2126,33,Male,Chennai,Electronics,UPI,2025-05-26,9432.87,1
3564,1099,59,Female,Bangalore,Electronics,UPI,2025-05-26,7677.04,1
2193,1661,50,Female,Delhi,Beauty,Credit Card,2025-05-26,1747.14,1
214,2014,29,Female,Chennai,Grocery,UPI,2025-05-26,1368.75,1
3988,1919,38,Male,Pune,Electronics,UPI,2025-05-26,5285.44,0
3263,1477,19,Female,Mumbai,Grocery,Credit Card,2025-05-26,864.76,1
3584,1283,50,Male,Chennai,Sports,Credit Card,2025-05-27,2888.85,1
459,1872,18,Male,Chennai,Beauty,Debit Card,2025-05-27,902.35,0
1386,1036,64,Female,Pune,Grocery,Debit Card,2025-05-27,2041.06,1
1077,1713,37,Female,Mumbai,Grocery,COD,2025-05-27,896.12,0
698,1633,37,Female,Hyderabad,Sports,Credit Card,2025-05-28,3358.14,0
279,1180,37,Female,Bangalore,Beauty,Credit Card,2025-05-28,1945.48,1
1616,1013,62,Male,Chennai,Fashion,Debit Card,2025-05-28,2462.54,1
304,2062,19,Male,Pune,Electronics,Credit Card,2025-05-28,10622.53,1
923,1395,20,Male,Chennai,Fashion,UPI,2025-05-28,3562.65,1
3678,1087,57,Female,Pune,Electronics,UPI,2025-05-28,18048.77,1
3460,1758,47,Male,Hyderabad,Home & Furniture,UPI,2025-05-28,7319.03,1
266,1546,46,Male,Ahmedabad,Home & Furniture,Credit Card,2025-05-28,4134.97,1
2245,1586,29,Female,Delhi,Home & Furniture,Debit Card,2025-05-29,6811.32,0
2541,2098,59,Male,Bangalore,Grocery,UPI,2025-05-29,1677.61,0
3339,1873,18,Male,Ahmedabad,Grocery,UPI,2025-05-29,3090.41,1
2098,1714,53,Female,Hyderabad,Fashion,Credit Card,2025-05-29,3374.03,1
2661,1819,38,Female,Bangalore,Electronics,Net Banking,2025-05-29,9568.25,0
2688,1092,61,Female,Bangalore,Sports,Credit Card,2025-05-29,4154.63,1
2925,1940,61,Female,Kolkata,Fashion,UPI,2025-05-29,2362.98,0
621,1082,33,Female,Kolkata,Grocery,UPI,2025-05-29,1720.77,1
2151,1766,35,Male,Kolkata,Electronics,UPI,2025-05-29,6706.23,0
1639,1971,21,Male,Hyderabad,Books,Net Banking,2025-05-30,497.41,1
1286,1505,18,Male,Delhi,Electronics,UPI,2025-05-30,9999.18,1
2973,1413,21,Female,Delhi,Sports,UPI,2025-05-30,1979.88,1
3294,1600,53,Male,Hyderabad,Fashion,Net Banking,2025-05-30,1734.64,1
699,2074,39,Male,Mumbai,Beauty,Credit Card,2025-05-30,929.64,1
3607,1643,56,Female,Mumbai,Grocery,UPI,2025-05-30,1041.75,1
1384,1571,25,Male,Pune,Beauty,Debit Card,2025-05-30,2009.24,1
979,2002,29,Female,Hyderabad,Electronics,COD,2025-05-31,9162.88,1
2076,1593,50,Male,Hyderabad,Beauty,Credit Card,2025-05-31,1655.02,1
2757,1562,20,Female,Bangalore,Grocery,UPI,2025-05-31,1720.32,1
1017,1946,22,Male,Mumbai,Electronics,Debit Card,2025-05-31,8275.57,1
2555,2089,51,Female,Hyderabad,Home & Furniture,Debit Card,2025-05-31,5677.54,1
3943,1768,60,Female,Delhi,Sports,Credit Card,2025-05-31,2053.18,1
2131,1441,62,Male,Ahmedabad,Home & Furniture,UPI,2025-06-01,6088.43,1
26,2082,28,Male,Hyderabad,Home & Furniture,COD,2025-06-01,6196.64,1
2347,1187,35,Male,Ahmedabad,Home & Furniture,Debit Card,2025-06-01,5201.88,0
3565,2082,45,Male,Mumbai,Beauty,Credit Card,2025-06-01,1144.56,1
2484,1282,54,Female,Hyderabad,Grocery,Net Banking,2025-06-01,1484.1,1
796,1003,31,Female,Kolkata,Home & Furniture,UPI,2025-06-01,6166.13,1
204,1345,26,Male,Bangalore,Electronics,Debit Card,2025-06-01,4317.32,0
3149,1011,51,Female,Hyderabad,Grocery,Debit Card,2025-06-02,1042.9,1
1224,2184,59,Male,Mumbai,Fashion,Net Banking,2025-06-02,2066.21,1
3483,1312,61,Male,Hyderabad,Fashion,Credit Card,2025-06-02,3271.22,1
3260,2164,19,Female,Mumbai,Home & Furniture,Net Banking,2025-06-02,7029.65,0
2000,1988,38,Male,Delhi,Fashion,Credit Card,2025-06-02,1481.49,1
1072,1904,22,Female,Hyderabad,Sports,Debit Card,2025-06-02,3157.59,1
616,1770,54,Male,Delhi,Electronics,UPI,2025-06-03,8916.15,0
2614,2143,18,Male,Bangalore,Home & Furniture,Credit Card,2025-06-03,7868.22,1
2072,1628,20,Male,Hyderabad,Books,UPI,2025-06-03,469.91,1
652,1852,35,Female,Chennai,Grocery,UPI,2025-06-04,3018.78,0
2307,2019,32,Female,Bangalore,Electronics,Debit Card,2025-06-04,6007.4,1
349,1046,29,Female,Bangalore,Electronics,Credit Card,2025-06-04,4366.26,1
2578,1844,46,Female,Bangalore,Grocery,Credit Card,2025-06-04,1062.93,1
788,1542,45,Female,Kolkata,Fashion,UPI,2025-06-04,2385.04,0
3232,1332,43,Male,Delhi,Grocery,Net Banking,2025-06-04,1370.47,1
3863,1643,24,Male,Delhi,Home & Furniture,Credit Card,2025-06-04,7123.57,0
1358,1825,40,Female,Mumbai,Fashion,Credit Card,2025-06-05,2779.64,1
378,1789,57,Female,Chennai,Grocery,COD,2025-06-05,1399.73,1
1959,1593,18,Male,Bangalore,Grocery,Credit Card,2025-06-05,1682.48,1
3594,1045,35,Female,Ahmedabad,Beauty,Debit Card,2025-06-05,2822.97,1
2717,1778,22,Male,Hyderabad,Fashion,UPI,2025-06-05,1522.14,1
3575,1661,40,Male,Chennai,Electronics,COD,2025-06-05,8241.27,0
2225,1472,24,Female,Chennai,Grocery,UPI,2025-06-05,1161.01,1
756,1125,23,Female,Delhi,Fashion,Credit Card,2025-06-05,1841.88,1
3853,1531,27,Female,Bangalore,Electronics,UPI,2025-06-06,9766.08,0
49,1091,39,Female,Bangalore,Grocery,UPI,2025-06-06,837.07,1
3892,1990,23,Female,Pune,Electronics,Net Banking,2025-06-06,7391.48,1
3431,1508,31,Male,Hyderabad,Beauty,Credit Card,2025-06-06,1534.1,1
2247,2093,61,Female,Hyderabad,Grocery,Debit Card,2025-06-06,803.13,0
2339,1742,21,Male,Delhi,Sports,Debit Card,2025-06-06,4082.25,0
3677,1821,48,Female,Chennai,Electronics,Debit Card,2025-06-06,12723.08,0
659,1805,40,Male,Mumbai,Grocery,UPI,2025-06-06,1352.49,0
759,1144,64,Male,Kolkata,Fashion,Debit Card,2025-06-07,2092.09,1
37,1646,42,Female,Ahmedabad,Fashion,UPI,2025-06-07,2751.08,0
2899,1882,48,Male,Hyderabad,Books,COD,2025-06-07,1041.02,0
2988,1183,45,Female,Delhi,Fashion,Debit Card,2025-06-07,2748.15,1
1842,2131,48,Male,Hyderabad,Sports,UPI,2025-06-07,1818.27,1
348,1883,44,Female,Mumbai,Fashion,COD,2025-06-07,1552.98,1
3737,1725,56,Male,Delhi,Fashion,COD,2025-06-07,2546.56,1
3387,1701,19,Male,Hyderabad,Electronics,COD,2025-06-08,12865.49,1
2954,1646,44,Male,Chennai,Fashion,Debit Card,2025-06-08,2910.47,1
2957,1024,38,Female,Delhi,Beauty,Credit Card,2025-06-08,1006.0,0
3499,2120,24,Male,Mumbai,Sports,COD,2025-06-08,1681.21,0
775,1314,57,Male,Ahmedabad,Books,UPI,2025-06-08,361.6,0
1024,1086,31,Female,Delhi,Grocery,Debit Card,2025-06-08,1383.02,1
2653,1342,47,Female,Bangalore,Electronics,UPI,2025-06-08,8777.37,1
3927,2152,39,Female,Delhi,Books,Credit Card,2025-06-08,502.19,1
565,1372,44,Male,Hyderabad,Grocery,Credit Card,2025-06-09,1603.67,1
3438,1581,37,Female,Kolkata,Beauty,COD,2025-06-09,1122.87,0
3452,1368,22,Male,Hyderabad,Beauty,Credit Card,2025-06-09,1758.87,0
2989,1110,60,Male,Bangalore,Electronics,UPI,2025-06-09,8369.25,0
2092,1028,56,Male,Ahmedabad,Fashion,Credit Card,2025-06-09,1507.81,1
3195,2091,55,Female,Kolkata,Fashion,Credit Card,2025-06-09,1590.84,1
